variable,mean_retained,mean_missing,smd_retained_vs_missing,mean_ipw_weighted_retained,mean_full_modeling_universe,abs_diff_full_vs_ipw_weighted_retained,smd_ipw_retained_vs_missing
coverage_m12_all,41.93003003003003,44.83194444444445,-0.46958095702533553,42.49711221326925,42.44592592592592,0.05118628734332731,-0.3743997609479857
acs_pct_age65plus,16.505446660754842,16.657874470602287,-0.061353258754351034,16.502181427990593,16.532544938061058,0.030363510070465338,-0.06267140966251893
acs_income_10k,6.264093393393393,7.046446527777778,-0.7057586338156843,6.4242097384322046,6.40317839506173,0.021031343370474964,-0.5490819783361187
acs_poverty_pct,13.272610053159404,11.301620475748285,0.7970203223009278,12.920923330651165,12.922211906064096,0.0012885754129303706,0.6598472214206117
